12th	19525800.txt:1 
landing	19525800.txt:1 
languages	19525800.txt:2 
larger	19525800.txt:3 
lasted	19525800.txt:2 
latter	19525800.txt:6 
laugh	19525800.txt:12 
laughter	19525800.txt:3 
lavish	19525800.txt:1 
law	19525800.txt:4 
lawkadaisy	19525800.txt:1 
lawn	19525800.txt:1 
laws	19525800.txt:1 
le	19525800.txt:4 
leapt	19525800.txt:2 
learning	19525800.txt:3 
leases	19525800.txt:1 
led	19525800.txt:29 
leer	19525800.txt:1 
legalise	19525800.txt:1 
legends	19525800.txt:2 
lend	19525800.txt:9 
length	19525800.txt:6 
less	19525800.txt:37 
lessened	19525800.txt:1 
letitia	19525800.txt:6 
lettuce	19525800.txt:1 
lettys	19525800.txt:1 
levee	19525800.txt:1 
liable	19525800.txt:1 
liberally	19525800.txt:1 
liberty	19525800.txt:9 
lie	19525800.txt:7 
lies	19525800.txt:5 
lifted	19525800.txt:6 
lighting	19525800.txt:2 
lilacs	19525800.txt:1 
lilies	19525800.txt:2 
limp	19525800.txt:1 
line	19525800.txt:10 
lined	19525800.txt:2 
linen	19525800.txt:2 
lines	19525800.txt:5 
lion	19525800.txt:3 
liondog	19525800.txt:1 
lions	19525800.txt:12 
lit	19525800.txt:1 
livery	19525800.txt:8 
loaded	19525800.txt:2 
longer	19525800.txt:17 
longhandled	19525800.txt:1 
looketh	19525800.txt:1 
lordships	19525800.txt:1 
lore	19525800.txt:1 
losing	19525800.txt:2 
loss	19525800.txt:12 
loth	19525800.txt:4 
lovely	19525800.txt:15 
lovers	19525800.txt:3 
lowcrowned	19525800.txt:1 
lowsashed	19525800.txt:1 
lunnun	19525800.txt:1 
luxurious	19525800.txt:1 
luxury	19525800.txt:3 
m	19525800.txt:4 
maamask	19525800.txt:1 
macbeths	19525800.txt:1 
macgillicuddy	19525800.txt:1 
machination	19525800.txt:1 
madamemadam	19525800.txt:1 
madams	19525800.txt:1 
madhouse	19525800.txt:1 
madman	19525800.txt:3 
magazine	19525800.txt:1 
maiden	19525800.txt:11 
maidon	19525800.txt:1 
mail	19525800.txt:3 
mails	19525800.txt:1 
majors	19525800.txt:4 
make	19525800.txt:94 
makes	19525800.txt:11 
malady	19525800.txt:2 
malignity	19525800.txt:1 
managing	19525800.txt:2 
mandarins	19525800.txt:1 
maniac	19525800.txt:1 
manners	19525800.txt:12 
marble	19525800.txt:3 
marlborough	19525800.txt:3 
marvel	19525800.txt:2 
masses	19525800.txt:1 
master	19525800.txt:32 
matched	19525800.txt:1 
mattered	19525800.txt:1 
maybush	19525800.txt:1 
maydew	19525800.txt:2 
meadow	19525800.txt:1 
meadowss	19525800.txt:1 
mellowed	19525800.txt:1 
melts	19525800.txt:1 
member	19525800.txt:2 
mentioned	19525800.txt:6 
mercy	19525800.txt:8 
merited	19525800.txt:1 
merry	19525800.txt:3 
message	19525800.txt:12 
messenger	19525800.txt:5 
metaphors	19525800.txt:1 
middlesex	19525800.txt:1 
midsummer	19525800.txt:1 
migrainedl	19525800.txt:1 
milk	19525800.txt:11 
millstone	19525800.txt:1 
mince	19525800.txt:1 
mincing	19525800.txt:1 
mind	19525800.txt:41 
minds	19525800.txt:2 
mingled	19525800.txt:1 
minor	19525800.txt:8 
minx	19525800.txt:3 
mire	19525800.txt:1 
mirror	19525800.txt:1 
miss	19525800.txt:117 
mistaking	19525800.txt:1 
mittened	19525800.txt:1 
model	19525800.txt:1 
moderate	19525800.txt:2 
modest	19525800.txt:5 
mohocks	19525800.txt:1 
mollys	19525800.txt:3 
moments	19525800.txt:8 
monopolise	19525800.txt:1 
monster	19525800.txt:3 
moonlight	19525800.txt:1 
mopishness	19525800.txt:1 
moral	19525800.txt:2 
mostmost	19525800.txt:1 
motion	19525800.txt:3 
mousecolour	19525800.txt:2 
mouths	19525800.txt:2 
move	19525800.txt:7 
moved	19525800.txt:11 
ms	19525800.txt:2 
much	19525800.txt:192 
muchand	19525800.txt:1 
muchworn	19525800.txt:1 
muddlebrained	19525800.txt:1 
murray	19525800.txt:2 
mutually	19525800.txt:1 
mysteries	19525800.txt:4 
nasty	19525800.txt:1 
native	19525800.txt:1 
naught	19525800.txt:1 
nearer	19525800.txt:6 
neat	19525800.txt:4 
negative	19525800.txt:3 
neglectful	19525800.txt:1 
negro	19525800.txt:9 
neighbour	19525800.txt:2 
neither	19525800.txt:20 
nephew	19525800.txt:20 
nervous	19525800.txt:8 
nestled	19525800.txt:3 
never	19525800.txt:180 
neverfailing	19525800.txt:1 
newly	19525800.txt:1 
newspaper	19525800.txt:2 
nibbling	19525800.txt:1 
nightgowns	19525800.txt:1 
nightingale	19525800.txt:6 
nightingales	19525800.txt:3 
nodded	19525800.txt:1 
noiselessly	19525800.txt:1 
noises	19525800.txt:3 
nonsense	19525800.txt:1 
nook	19525800.txt:1 
nooks	19525800.txt:1 
notable	19525800.txt:5 
notice	19525800.txt:2 
notif	19525800.txt:1 
notindeed	19525800.txt:1 
nursed	19525800.txt:1 
oatmeal	19525800.txt:1 
obedient	19525800.txt:5 
obeyed	19525800.txt:5 
objected	19525800.txt:1 
objective	19525800.txt:1 
obligation	19525800.txt:1 
obligations	19525800.txt:3 
oblivious	19525800.txt:1 
observation	19525800.txt:2 
obstinacy	19525800.txt:1 
obtain	19525800.txt:5 
occasion	19525800.txt:7 
octavo	19525800.txt:1 
officer	19525800.txt:12 
officious	19525800.txt:1 
oft	19525800.txt:1 
oil	19525800.txt:1 
old	19525800.txt:168 
older	19525800.txt:7 
onea	19525800.txt:1 
open	19525800.txt:34 
openeyed	19525800.txt:1 
openhearted	19525800.txt:2 
opens	19525800.txt:2 
opinion	19525800.txt:11 
opportunities	19525800.txt:1 
opportunity	19525800.txt:9 
oppressed	19525800.txt:1 
oriel	19525800.txt:1 
ornaments	19525800.txt:1 
orpheus	19525800.txt:1 
orwho	19525800.txt:1 
ostrich	19525800.txt:1 
out	19525800.txt:291 
outer	19525800.txt:10 
outgrown	19525800.txt:2 
outstretched	19525800.txt:3 
outward	19525800.txt:1 
outweigh	19525800.txt:1 
oval	19525800.txt:1 
over	19525800.txt:114 
overbearing	19525800.txt:1 
overhanging	19525800.txt:2 
overhead	19525800.txt:1 
overlook	19525800.txt:4 
overthrown	19525800.txt:1 
owllike	19525800.txt:1 
packet	19525800.txt:7 
paid	19525800.txt:10 
pain	19525800.txt:7 
pains	19525800.txt:2 
pallas	19525800.txt:1 
pan	19525800.txt:1 
paragon	19525800.txt:2 
parasol	19525800.txt:1 
parish	19525800.txt:2 
parishes	19525800.txt:1 
parsons	19525800.txt:1 
part	19525800.txt:43 
partake	19525800.txt:2 
partial	19525800.txt:3 
partner	19525800.txt:4 
parts	19525800.txt:11 
pas	19525800.txt:1 
pass	19525800.txt:8 
patched	19525800.txt:1 
patches	19525800.txt:2 
patchwork	19525800.txt:1 
patent	19525800.txt:3 
path	19525800.txt:12 
paths	19525800.txt:2 
patroclus	19525800.txt:1 
pauls	19525800.txt:3 
paused	19525800.txt:3 
pausing	19525800.txt:2 
pearls	19525800.txt:3 
pears	19525800.txt:1 
pedlar	19525800.txt:1 
peeped	19525800.txt:2 
peeping	19525800.txt:2 
penetrated	19525800.txt:4 
penny	19525800.txt:1 
perceiving	19525800.txt:1 
peremptorily	19525800.txt:2 
peremptory	19525800.txt:4 
perforce	19525800.txt:1 
periodical	19525800.txt:1 
permit	19525800.txt:11 
perplexing	19525800.txt:3 
perplexities	19525800.txt:1 
personate	19525800.txt:1 
personified	19525800.txt:1 
persuaded	19525800.txt:5 
pertinacious	19525800.txt:1 
pet	19525800.txt:2 
petal	19525800.txt:1 
phantom	19525800.txt:3 
philosopher	19525800.txt:2 
philosophy	19525800.txt:3 
phoebe	19525800.txt:30 
picture	19525800.txt:3 
pillion	19525800.txt:4 
pink	19525800.txt:5 
pinks	19525800.txt:1 
pitchy	19525800.txt:1 
pity	19525800.txt:13 
pitys	19525800.txt:4 
placed	19525800.txt:17 
places	19525800.txt:4 
placespenser	19525800.txt:1 
planets	19525800.txt:1 
planted	19525800.txt:1 
planters	19525800.txt:1 
plate	19525800.txt:3 
pleaded	19525800.txt:1 
pleased	19525800.txt:11 
plumed	19525800.txt:3 
point	19525800.txt:3 
polished	19525800.txt:2 
pony	19525800.txt:3 
portend	19525800.txt:1 
portion	19525800.txt:3 
portly	19525800.txt:2 
possess	19525800.txt:2 
possibilities	19525800.txt:1 
post	19525800.txt:4 
posts	19525800.txt:1 
pot	19525800.txt:2 
pots	19525800.txt:2 
poultry	19525800.txt:1 
pour	19525800.txt:1 
pouted	19525800.txt:1 
powder	19525800.txt:12 
powers	19525800.txt:2 
practicable	19525800.txt:1 
practise	19525800.txt:3 
practised	19525800.txt:4 
praed	19525800.txt:1 
praises	19525800.txt:1 
prattle	19525800.txt:3 
pray	19525800.txt:17 
prayerless	19525800.txt:2 
prayers	19525800.txt:10 
preach	19525800.txt:1 
precedents	19525800.txt:1 
preceding	19525800.txt:1 
precious	19525800.txt:8 
preliminary	19525800.txt:1 
preparations	19525800.txt:1 
preposterous	19525800.txt:3 
present	19525800.txt:30 
presented	19525800.txt:13 
presents	19525800.txt:1 
presiding	19525800.txt:1 
pressure	19525800.txt:3 
presumed	19525800.txt:3 
pretence	19525800.txt:1 
pretend	19525800.txt:1 
pretended	19525800.txt:3 
prettier	19525800.txt:1 
prettiness	19525800.txt:2 
priams	19525800.txt:1 
princesses	19525800.txt:2 
principle	19525800.txt:2 
prison	19525800.txt:6 
prize	19525800.txt:1 
probable	19525800.txt:4 
probably	19525800.txt:11 
procession	19525800.txt:1 
produce	19525800.txt:2 
produced	19525800.txt:11 
produces	19525800.txt:1 
profession	19525800.txt:2 
proffered	19525800.txt:1 
profoundly	19525800.txt:1 
profusion	19525800.txt:2 
prohibition	19525800.txt:1 
projecting	19525800.txt:2 
promiskius	19525800.txt:1 
promoted	19525800.txt:1 
prop	19525800.txt:1 
proportions	19525800.txt:1 
protect	19525800.txt:4 
protectors	19525800.txt:1 
protestation	19525800.txt:1 
proud	19525800.txt:4 
prude	19525800.txt:1 
psyche	19525800.txt:8 
publicity	19525800.txt:1 
pupil	19525800.txt:2 
puppies	19525800.txt:1 
pure	19525800.txt:3 
purse	19525800.txt:4 
puss	19525800.txt:1 
putting	19525800.txt:8 
puzzle	19525800.txt:1 
quality	19525800.txt:6 
quantities	19525800.txt:2 
quarter	19525800.txt:2 
quarterings	19525800.txt:1 
quashed	19525800.txt:1 
queens	19525800.txt:8 
querulous	19525800.txt:1 
questioned	19525800.txt:1 
questions	19525800.txt:13 
queue	19525800.txt:3 
quilt	19525800.txt:1 
quivering	19525800.txt:3 
rag	19525800.txt:1 
rags	19525800.txt:1 
rail	19525800.txt:1 
rained	19525800.txt:1 
raised	19525800.txt:6 
rake	19525800.txt:4 
rakish	19525800.txt:2 
rang	19525800.txt:2 
rapidly	19525800.txt:5 
raptures	19525800.txt:1 
rapturous	19525800.txt:2 
rattle	19525800.txt:2 
raving	19525800.txt:4 
readers	19525800.txt:1 
readiness	19525800.txt:1 
realising	19525800.txt:1 
reared	19525800.txt:1 
reasonable	19525800.txt:3 
reasonably	19525800.txt:2 
reassure	19525800.txt:1 
recall	19525800.txt:3 
received	19525800.txt:21 
receiving	19525800.txt:5 
recipe	19525800.txt:8 
recipes	19525800.txt:1 
recognised	19525800.txt:5 
recoiled	19525800.txt:1 
recollected	19525800.txt:6 
recollecting	19525800.txt:1 
recovery	19525800.txt:4 
redfaced	19525800.txt:1 
redriffe	19525800.txt:1 
reduced	19525800.txt:2 
refugees	19525800.txt:1 
refusals	19525800.txt:1 
regiment	19525800.txt:3 
register	19525800.txt:1 
regretfully	19525800.txt:1 
rehearsed	19525800.txt:1 
reinforced	19525800.txt:1 
reject	19525800.txt:1 
rejoice	19525800.txt:4 
rejoining	19525800.txt:1 
related	19525800.txt:2 
relaxation	19525800.txt:1 
release	19525800.txt:1 
religiously	19525800.txt:1 
rely	19525800.txt:1 
remark	19525800.txt:1 
remembering	19525800.txt:2 
reminiscences	19525800.txt:2 
remnant	19525800.txt:1 
remonstrances	19525800.txt:1 
remonstrate	19525800.txt:2 
remonstrated	19525800.txt:1 
rentfree	19525800.txt:2 
repaired	19525800.txt:9 
repairing	19525800.txt:2 
replace	19525800.txt:1 
replying	19525800.txt:1 
reported	19525800.txt:7 
representing	19525800.txt:3 
repress	19525800.txt:2 
reproached	19525800.txt:2 
repulsive	19525800.txt:2 
request	19525800.txt:10 
requite	19525800.txt:1 
rescue	19525800.txt:4 
rescued	19525800.txt:1 
resent	19525800.txt:2 
reserved	19525800.txt:3 
resigned	19525800.txt:2 
resistance	19525800.txt:5 
resisting	19525800.txt:2 
respected	19525800.txt:3 
responded	19525800.txt:2 
response	19525800.txt:3 
rested	19525800.txt:4 
restore	19525800.txt:3 
restored	19525800.txt:7 
restrain	19525800.txt:6 
resume	19525800.txt:1 
resumed	19525800.txt:1 
resumption	19525800.txt:1 
retract	19525800.txt:1 
return	19525800.txt:52 
returns	19525800.txt:1 
revelation	19525800.txt:1 
revive	19525800.txt:2 
revived	19525800.txt:2 
rhyme	19525800.txt:1 
rid	19525800.txt:1 
ridding	19525800.txt:1 
rider	19525800.txt:2 
ridiculous	19525800.txt:3 
riding	19525800.txt:10 
ridingdress	19525800.txt:1 
ridinghabits	19525800.txt:1 
rights	19525800.txt:2 
ringers	19525800.txt:2 
rising	19525800.txt:11 
robbed	19525800.txt:1 
robberies	19525800.txt:1 
robbery	19525800.txt:1 
rolled	19525800.txt:4 
rough	19525800.txt:6 
rounds	19525800.txt:1 
route	19525800.txt:2 
row	19525800.txt:2 
rows	19525800.txt:2 
rubicund	19525800.txt:2 
rubs	19525800.txt:1 
rug	19525800.txt:1 
ruined	19525800.txt:3 
ruler	19525800.txt:1 
rumbled	19525800.txt:1 
rumours	19525800.txt:1 
sacque	19525800.txt:3 
sacquenot	19525800.txt:1 
safer	19525800.txt:1 
safety	19525800.txt:2 
sally	19525800.txt:1 
saloon	19525800.txt:1 
salutation	19525800.txt:1 
sample	19525800.txt:2 
sank	19525800.txt:6 
sarcastic	19525800.txt:1 
sashed	19525800.txt:1 
sashes	19525800.txt:2 
sauce	19525800.txt:1 
saucily	19525800.txt:1 
saucy	19525800.txt:1 
sayit	19525800.txt:1 
scandalise	19525800.txt:1 
scandinavia	19525800.txt:1 
scanned	19525800.txt:1 
scape	19525800.txt:1 
scarecrow	19525800.txt:1 
scattered	19525800.txt:1 
scented	19525800.txt:2 
schedule	19525800.txt:1 
schoolfellow	19525800.txt:1 
scraps	19525800.txt:2 
scrupulous	19525800.txt:3 
scullery	19525800.txt:1 
seafaring	19525800.txt:1 
sealed	19525800.txt:3 
seat	19525800.txt:7 
secure	19525800.txt:9 
secured	19525800.txt:4 
security	19525800.txt:1 
sedhursts	19525800.txt:3 
seek	19525800.txt:7 
seeking	19525800.txt:2 
seemed	19525800.txt:48 
seeshe	19525800.txt:1 
selfdevoted	19525800.txt:1 
selfreproach	19525800.txt:2 
senses	19525800.txt:9 
sensible	19525800.txt:7 
sensualium	19525800.txt:1 
sentence	19525800.txt:1 
separate	19525800.txt:4 
separation	19525800.txt:2 
serve	19525800.txt:14 
services	19525800.txt:7 
settle	19525800.txt:5 
settled	19525800.txt:1 
settlements	19525800.txt:1 
sever	19525800.txt:1 
shaded	19525800.txt:4 
shake	19525800.txt:1 
shallow	19525800.txt:1 
shamelessly	19525800.txt:1 
shape	19525800.txt:2 
shaving	19525800.txt:1 
sheaf	19525800.txt:2 
shelves	19525800.txt:2 
shew	19525800.txt:1 
shining	19525800.txt:5 
shipping	19525800.txt:1 
shocked	19525800.txt:8 
shorn	19525800.txt:1 
shovel	19525800.txt:1 
show	19525800.txt:19 
showing	19525800.txt:10 
shown	19525800.txt:10 
shows	19525800.txt:1 
shrank	19525800.txt:1 
shunned	19525800.txt:1 
shyly	19525800.txt:1 
sickening	19525800.txt:1 
sidney	19525800.txt:1 
significantly	19525800.txt:1 
silenced	19525800.txt:2 
silently	19525800.txt:1 
silvery	19525800.txt:2 
single	19525800.txt:5 
sir	19525800.txt:327 
siri	19525800.txt:1 
sisterinlaws	19525800.txt:1 
skip	19525800.txt:2 
skipped	19525800.txt:2 
skirts	19525800.txt:2 
slapping	19525800.txt:1 
slates	19525800.txt:1 
slave	19525800.txt:2 
sleeper	19525800.txt:1 
sleeps	19525800.txt:1 
slightest	19525800.txt:1 
slipper	19525800.txt:1 
slippered	19525800.txt:1 
slippers	19525800.txt:1 
slopes	19525800.txt:1 
slowly	19525800.txt:5 
sluggard	19525800.txt:1 
slumbered	19525800.txt:1 
slumbering	19525800.txt:2 
sly	19525800.txt:1 
smaller	19525800.txt:2 
smelt	19525800.txt:2 
smitten	19525800.txt:2 
snaps	19525800.txt:1 
snuffbox	19525800.txt:2 
sob	19525800.txt:4 
sobs	19525800.txt:2 
sodden	19525800.txt:1 
soft	19525800.txt:21 
soiling	19525800.txt:1 
solem	19525800.txt:1 
solicitude	19525800.txt:3 
solid	19525800.txt:2 
solomons	19525800.txt:1 
song	19525800.txt:12 
songs	19525800.txt:1 
soninlaw	19525800.txt:2 
sooner	19525800.txt:4 
soothing	19525800.txt:3 
sooty	19525800.txt:1 
sorted	19525800.txt:3 
sotto	19525800.txt:1 
space	19525800.txt:8 
spare	19525800.txt:5 
speaks	19525800.txt:2 
special	19525800.txt:8 
speckled	19525800.txt:2 
spectacle	19525800.txt:5 
speech	19525800.txt:2 
speed	19525800.txt:3 
speedily	19525800.txt:2 
spell	19525800.txt:1 
spent	19525800.txt:13 
spiced	19525800.txt:1 
spiders	19525800.txt:1 
spires	19525800.txt:1 
spirit	19525800.txt:6 
spirited	19525800.txt:1 
spirits	19525800.txt:15 
spite	19525800.txt:19 
spleen	19525800.txt:2 
spoilt	19525800.txt:2 
spot	19525800.txt:2 
spotless	19525800.txt:2 
spots	19525800.txt:1 
sprightly	19525800.txt:6 
square	19525800.txt:24 
squared	19525800.txt:1 
stages	19525800.txt:2 
stairs	19525800.txt:30 
stairsnay	19525800.txt:1 
stall	19525800.txt:1 
stamp	19525800.txt:1 
standing	19525800.txt:10 
stanza	19525800.txt:1 
starched	19525800.txt:1 
starting	19525800.txt:4 
startle	19525800.txt:1 
statue	19525800.txt:2 
statues	19525800.txt:1 
staved	19525800.txt:1 
stay	19525800.txt:15 
staying	19525800.txt:4 
stays	19525800.txt:2 
steele	19525800.txt:1 
step	19525800.txt:13 
stepmother	19525800.txt:1 
stepped	19525800.txt:1 
steps	19525800.txt:22 
steward	19525800.txt:2 
stifled	19525800.txt:1 
stillroom	19525800.txt:1 
stitches	19525800.txt:1 
stop	19525800.txt:3 
stopped	19525800.txt:7 
stored	19525800.txt:1 
stores	19525800.txt:2 
stories	19525800.txt:4 
stowed	19525800.txt:1 
straightforward	19525800.txt:1 
strain	19525800.txt:2 
strains	19525800.txt:3 
strand	19525800.txt:4 
stream	19525800.txt:1 
strengthen	19525800.txt:1 
strengthened	19525800.txt:1 
stretchers	19525800.txt:1 
strips	19525800.txt:1 
striving	19525800.txt:6 
strongest	19525800.txt:1 
stubborn	19525800.txt:1 
stucco	19525800.txt:1 
stuck	19525800.txt:3 
study	19525800.txt:7 
stumbled	19525800.txt:2 
subject	19525800.txt:10 
sublunary	19525800.txt:1 
submissive	19525800.txt:2 
submissively	19525800.txt:1 
submitted	19525800.txt:3 
substantial	19525800.txt:1 
substantially	19525800.txt:2 
succeed	19525800.txt:3 
successes	19525800.txt:1 
succession	19525800.txt:1 
sufficient	19525800.txt:6 
suffolk	19525800.txt:1 
sugared	19525800.txt:1 
suggestion	19525800.txt:1 
suite	19525800.txt:3 
summary	19525800.txt:1 
summoning	19525800.txt:1 
sunbeam	19525800.txt:1 
sundown	19525800.txt:1 
sundry	19525800.txt:1 
sungray	19525800.txt:1 
sunk	19525800.txt:1 
sup	19525800.txt:3 
superfluous	19525800.txt:1 
superior	19525800.txt:3 
superstition	19525800.txt:1 
support	19525800.txt:8 
surmounting	19525800.txt:1 
surrounded	19525800.txt:4 
surviving	19525800.txt:1 
sustaining	19525800.txt:1 
swaggering	19525800.txt:2 
swallow	19525800.txt:3 
swallows	19525800.txt:1 
swarming	19525800.txt:1 
swathed	19525800.txt:2 
sweeter	19525800.txt:1 
swollen	19525800.txt:1 
swooned	19525800.txt:1 
sword	19525800.txt:3 
sworn	19525800.txt:1 
sycophant	19525800.txt:1 
syllabub	19525800.txt:5 
tables	19525800.txt:2 
tacked	19525800.txt:1 
tall	19525800.txt:18 
tallies	19525800.txt:2 
tangle	19525800.txt:1 
tantalise	19525800.txt:1 
tardiness	19525800.txt:1 
taskwork	19525800.txt:1 
tasted	19525800.txt:2 
tastes	19525800.txt:1 
tea	19525800.txt:4 
tearful	19525800.txt:2 
tedious	19525800.txt:2 
temporary	19525800.txt:1 
tempted	19525800.txt:1 
tempting	19525800.txt:1 
tenants	19525800.txt:3 
terrible	19525800.txt:18 
terrier	19525800.txt:6 
terror	19525800.txt:11 
terrors	19525800.txt:3 
testimony	19525800.txt:2 
testy	19525800.txt:1 
tete	19525800.txt:1 
texture	19525800.txt:2 
thank	19525800.txt:34 
thanked	19525800.txt:3 
thatlive	19525800.txt:1 
thatstrange	19525800.txt:1 
theirs	19525800.txt:6 
thereby	19525800.txt:1 
therewith	19525800.txt:6 
thieves	19525800.txt:1 
thinking	19525800.txt:20 
thinner	19525800.txt:1 
third	19525800.txt:4 
thirst	19525800.txt:2 
thirtysix	19525800.txt:1 
thither	19525800.txt:7 
thitherward	19525800.txt:1 
thorough	19525800.txt:2 
thoroughly	19525800.txt:4 
though	19525800.txt:144 
thoughdid	19525800.txt:1 
thousand	19525800.txt:2 
thousands	19525800.txt:1 
threaddl	19525800.txt:1 
threshold	19525800.txt:2 
threw	19525800.txt:4 
thrill	19525800.txt:2 
thriving	19525800.txt:1 
throughout	19525800.txt:4 
throw	19525800.txt:2 
throwed	19525800.txt:1 
tidily	19525800.txt:1 
tighe	19525800.txt:1 
tight	19525800.txt:3 
timeyou	19525800.txt:1 
timorous	19525800.txt:1 
tipsy	19525800.txt:1 
toilette	19525800.txt:8 
tokens	19525800.txt:2 
tolerable	19525800.txt:1 
tomb	19525800.txt:3 
tonight	19525800.txt:7 
toothless	19525800.txt:1 
toots	19525800.txt:1 
top	19525800.txt:4 
torch	19525800.txt:1 
tortoiseshell	19525800.txt:1 
toto	19525800.txt:1 
tournai	19525800.txt:1 
towering	19525800.txt:1 
townbred	19525800.txt:1 
toyed	19525800.txt:1 
traceable	19525800.txt:1 
traffic	19525800.txt:1 
transaction	19525800.txt:1 
transgression	19525800.txt:1 
treat	19525800.txt:6 
treated	19525800.txt:14 
trembled	19525800.txt:2 
tremor	19525800.txt:2 
trenching	19525800.txt:1 
trials	19525800.txt:2 
trim	19525800.txt:4 
tripped	19525800.txt:1 
tripping	19525800.txt:1 
troop	19525800.txt:2 
trooped	19525800.txt:1 
trouble	19525800.txt:18 
trough	19525800.txt:1 
troups	19525800.txt:1 
trout	19525800.txt:1 
truant	19525800.txt:2 
trumpet	19525800.txt:1 
trustee	19525800.txt:1 
tucked	19525800.txt:2 
